Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday,Year,Month,Day,Day_of_Week,Quarter,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2023-03-13,P004,S003,192,57600,0,0,2023,3,13,0,1,177.0,226.0,177.0,263.0,189.42857142857144,204.16666666666663
2023-03-13,P005,S001,164,29520,0,0,2023,3,13,0,1,163.0,154.0,148.0,191.0,164.28571428571428,163.73333333333332
2023-03-13,P005,S002,183,32940,0,0,2023,3,13,0,1,227.0,219.0,206.0,195.0,191.8571428571429,187.03333333333333
2023-03-13,P005,S003,128,23040,0,0,2023,3,13,0,1,184.0,172.0,121.0,150.0,150.0,144.76666666666668
2023-03-14,P001,S001,170,34000,0,0,2023,3,14,1,1,150.0,169.0,139.0,163.0,145.42857142857142,142.13333333333333
2023-03-14,P001,S002,188,37600,1,0,2023,3,14,1,1,155.0,179.0,158.0,217.0,177.71428571428572,175.9
2023-03-14,P001,S003,165,33000,1,0,2023,3,14,1,1,113.0,122.0,146.0,179.0,121.42857142857144,134.96666666666667
2023-03-14,P002,S001,204,51000,1,0,2023,3,14,1,1,153.0,244.0,163.0,184.0,178.42857142857142,183.5
2023-03-14,P002,S002,219,54750,0,0,2023,3,14,1,1,245.0,182.0,179.0,194.0,210.28571428571428,209.7333333333333
2023-03-14,P002,S003,185,46250,1,0,2023,3,14,1,1,192.0,144.0,161.0,147.0,168.28571428571428,164.86666666666667
2023-03-14,P003,S001,115,17250,0,0,2023,3,14,1,1,159.0,123.0,115.0,110.0,125.14285714285714,125.06666666666666
2023-03-14,P003,S002,144,21600,0,0,2023,3,14,1,1,130.0,131.0,135.0,140.0,144.57142857142858,143.56666666666666
2023-03-14,P003,S003,121,18150,0,0,2023,3,14,1,1,128.0,84.0,99.0,114.0,106.0,109.0
2023-03-14,P004,S001,205,61500,0,0,2023,3,14,1,1,207.0,281.0,196.0,213.0,241.7142857142857,220.8
2023-03-14,P004,S002,233,69900,0,0,2023,3,14,1,1,262.0,252.0,306.0,212.0,262.42857142857144,261.8
2023-03-14,P004,S003,177,53100,0,0,2023,3,14,1,1,192.0,187.0,224.0,230.0,184.57142857142856,201.8
2023-03-14,P005,S001,168,30240,1,0,2023,3,14,1,1,164.0,149.0,174.0,157.0,165.71428571428572,162.83333333333334
2023-03-14,P005,S002,197,35460,1,0,2023,3,14,1,1,183.0,171.0,172.0,187.0,186.7142857142857,186.63333333333333
2023-03-14,P005,S003,130,23400,0,0,2023,3,14,1,1,128.0,113.0,132.0,163.0,143.71428571428572,144.03333333333333
2023-03-15,P001,S001,149,29800,0,0,2023,3,15,2,1,170.0,129.0,130.0,117.0,145.57142857142858,142.36666666666667
2023-03-15,P001,S002,167,33400,0,0,2023,3,15,2,1,188.0,152.0,154.0,165.0,179.0,174.93333333333334
2023-03-15,P001,S003,133,26600,0,0,2023,3,15,2,1,165.0,136.0,145.0,128.0,127.57142857142856,134.5
2023-03-15,P002,S001,221,55250,1,0,2023,3,15,2,1,204.0,166.0,164.0,201.0,172.71428571428572,184.16666666666663
2023-03-15,P002,S002,263,65750,1,0,2023,3,15,2,1,219.0,206.0,201.0,243.0,215.57142857142856,210.56666666666663
2023-03-15,P002,S003,177,44250,1,0,2023,3,15,2,1,185.0,155.0,178.0,151.0,174.14285714285714,166.13333333333333
2023-03-15,P003,S001,118,17700,0,0,2023,3,15,2,1,115.0,108.0,139.0,119.0,124.0,125.23333333333332
2023-03-15,P003,S002,116,17400,0,0,2023,3,15,2,1,144.0,136.0,126.0,122.0,146.42857142857142,143.7
2023-03-15,P003,S003,91,13650,0,0,2023,3,15,2,1,121.0,104.0,100.0,94.0,111.28571428571428,109.23333333333332
2023-03-15,P004,S001,211,63300,0,0,2023,3,15,2,1,205.0,227.0,222.0,208.0,230.8571428571429,220.53333333333333
2023-03-15,P004,S002,286,85800,1,0,2023,3,15,2,1,233.0,279.0,290.0,243.0,259.7142857142857,262.5
2023-03-15,P004,S003,189,56700,0,0,2023,3,15,2,1,177.0,178.0,219.0,175.0,183.14285714285717,200.03333333333333
2023-03-15,P005,S001,158,28440,0,0,2023,3,15,2,1,168.0,161.0,157.0,129.0,168.42857142857142,163.2
2023-03-15,P005,S002,194,34920,0,0,2023,3,15,2,1,197.0,171.0,207.0,157.0,190.42857142857144,186.96666666666667
2023-03-15,P005,S003,136,24480,0,0,2023,3,15,2,1,130.0,146.0,153.0,139.0,146.14285714285714,142.93333333333334
2023-03-16,P001,S001,138,27600,0,0,2023,3,16,3,1,149.0,160.0,128.0,138.0,148.42857142857142,143.43333333333334
2023-03-16,P001,S002,151,30200,0,0,2023,3,16,3,1,167.0,195.0,160.0,145.0,181.14285714285717,175.0
2023-03-16,P001,S003,134,26800,0,0,2023,3,16,3,1,133.0,119.0,166.0,164.0,127.14285714285714,134.66666666666666
2023-03-16,P002,S001,199,49750,1,0,2023,3,16,3,1,221.0,163.0,199.0,170.0,180.57142857142856,184.83333333333331
2023-03-16,P002,S002,196,49000,0,0,2023,3,16,3,1,263.0,165.0,171.0,204.0,223.7142857142857,211.2333333333333
2023-03-16,P002,S003,165,41250,0,0,2023,3,16,3,1,177.0,176.0,191.0,155.0,177.28571428571428,167.0
2023-03-16,P003,S001,117,17550,0,0,2023,3,16,3,1,118.0,112.0,127.0,133.0,125.42857142857144,125.2
2023-03-16,P003,S002,134,20100,0,0,2023,3,16,3,1,116.0,139.0,139.0,135.0,143.57142857142858,143.5
2023-03-16,P003,S003,97,14550,0,0,2023,3,16,3,1,91.0,103.0,113.0,112.0,109.42857142857144,109.13333333333334
2023-03-16,P004,S001,258,77400,1,0,2023,3,16,3,1,211.0,229.0,211.0,240.0,228.57142857142856,220.63333333333333
2023-03-16,P004,S002,283,84900,0,0,2023,3,16,3,1,286.0,207.0,307.0,250.0,260.7142857142857,263.93333333333334
2023-03-16,P004,S003,169,50700,0,0,2023,3,16,3,1,189.0,191.0,218.0,174.0,184.7142857142857,200.5
2023-03-16,P005,S001,138,24840,0,0,2023,3,16,3,1,158.0,192.0,144.0,203.0,168.0,164.16666666666666
2023-03-16,P005,S002,185,33300,0,0,2023,3,16,3,1,194.0,174.0,200.0,159.0,193.7142857142857,188.2
2023-03-16,P005,S003,166,29880,1,0,2023,3,16,3,1,136.0,128.0,134.0,157.0,144.71428571428572,142.83333333333334
2023-03-17,P001,S001,155,31000,0,0,2023,3,17,4,1,138.0,120.0,126.0,123.0,145.28571428571428,143.43333333333334
2023-03-17,P001,S002,151,30200,0,0,2023,3,17,4,1,151.0,152.0,163.0,153.0,174.85714285714286,175.2
2023-03-17,P001,S003,135,27000,0,0,2023,3,17,4,1,134.0,106.0,128.0,127.0,129.28571428571428,133.66666666666666
2023-03-17,P002,S001,179,44750,0,0,2023,3,17,4,1,199.0,184.0,213.0,187.0,185.7142857142857,185.8
2023-03-17,P002,S002,185,46250,0,0,2023,3,17,4,1,196.0,208.0,199.0,222.0,228.14285714285717,210.96666666666667
2023-03-17,P002,S003,149,37250,0,0,2023,3,17,4,1,165.0,167.0,142.0,171.0,175.71428571428572,167.33333333333334
2023-03-17,P003,S001,116,17400,0,0,2023,3,17,4,1,117.0,107.0,114.0,98.0,126.14285714285714,124.66666666666669
2023-03-17,P003,S002,125,18750,0,0,2023,3,17,4,1,134.0,146.0,153.0,162.0,142.85714285714286,143.46666666666667
2023-03-17,P003,S003,114,17100,0,0,2023,3,17,4,1,97.0,109.0,128.0,96.0,108.57142857142856,108.63333333333334
2023-03-17,P004,S001,222,66600,0,0,2023,3,17,4,1,258.0,261.0,195.0,221.0,232.7142857142857,221.2333333333333
2023-03-17,P004,S002,231,69300,0,0,2023,3,17,4,1,283.0,247.0,302.0,308.0,271.57142857142856,265.03333333333336
2023-03-17,P004,S003,223,66900,1,0,2023,3,17,4,1,169.0,178.0,258.0,189.0,181.57142857142856,200.33333333333331
2023-03-17,P005,S001,195,35100,1,0,2023,3,17,4,1,138.0,170.0,155.0,142.0,160.28571428571428,162.0
2023-03-17,P005,S002,173,31140,0,0,2023,3,17,4,1,185.0,185.0,171.0,155.0,195.28571428571428,189.06666666666663
2023-03-17,P005,S003,158,28440,0,0,2023,3,17,4,1,166.0,133.0,150.0,126.0,150.14285714285714,143.13333333333333
2023-03-18,P001,S001,160,32000,0,0,2023,3,18,5,1,155.0,138.0,147.0,128.0,150.28571428571428,144.5
2023-03-18,P001,S002,165,33000,0,0,2023,3,18,5,1,151.0,195.0,190.0,189.0,174.71428571428572,175.13333333333333
2023-03-18,P001,S003,152,30400,1,0,2023,3,18,5,1,135.0,133.0,132.0,133.0,133.42857142857142,133.93333333333334
2023-03-18,P002,S001,208,52000,0,0,2023,3,18,5,1,179.0,170.0,185.0,172.0,185.0,185.53333333333333
2023-03-18,P002,S002,256,64000,1,0,2023,3,18,5,1,185.0,242.0,234.0,178.0,224.8571428571429,209.7333333333333
2023-03-18,P002,S003,175,43750,0,0,2023,3,18,5,1,149.0,188.0,190.0,138.0,173.14285714285714,166.6
2023-03-18,P003,S001,119,17850,1,0,2023,3,18,5,1,116.0,116.0,127.0,144.0,127.42857142857144,125.26666666666668
2023-03-18,P003,S002,147,22050,0,0,2023,3,18,5,1,125.0,169.0,193.0,151.0,139.85714285714286,142.23333333333332
2023-03-18,P003,S003,102,15300,0,0,2023,3,18,5,1,114.0,111.0,118.0,103.0,109.28571428571428,109.23333333333332
2023-03-18,P004,S001,204,61200,0,0,2023,3,18,5,1,222.0,230.0,215.0,232.0,227.14285714285717,221.26666666666668
2023-03-18,P004,S002,349,104700,1,0,2023,3,18,5,1,231.0,305.0,256.0,217.0,269.2857142857143,262.46666666666664
2023-03-18,P004,S003,242,72600,1,0,2023,3,18,5,1,223.0,189.0,259.0,194.0,188.0,201.46666666666667
2023-03-18,P005,S001,161,28980,0,0,2023,3,18,5,1,195.0,161.0,184.0,167.0,163.85714285714286,163.76666666666668
2023-03-18,P005,S002,268,48240,1,0,2023,3,18,5,1,173.0,196.0,206.0,166.0,193.57142857142856,189.66666666666663
2023-03-18,P005,S003,161,28980,0,0,2023,3,18,5,1,158.0,174.0,162.0,127.0,153.71428571428572,144.2
2023-03-19,P001,S001,173,34600,0,0,2023,3,19,6,1,160.0,152.0,165.0,121.0,153.42857142857142,145.56666666666666
2023-03-19,P001,S002,195,39000,0,0,2023,3,19,6,1,165.0,216.0,224.0,190.0,170.42857142857142,174.33333333333334
2023-03-19,P001,S003,147,29400,0,0,2023,3,19,6,1,152.0,121.0,145.0,157.0,136.14285714285714,134.56666666666666
2023-03-19,P002,S001,216,54000,0,0,2023,3,19,6,1,208.0,169.0,196.0,160.0,190.42857142857144,186.7333333333333
2023-03-19,P002,S002,207,51750,0,0,2023,3,19,6,1,256.0,224.0,232.0,240.0,226.8571428571429,212.33333333333331
2023-03-19,P002,S003,193,48250,1,0,2023,3,19,6,1,175.0,156.0,149.0,160.0,171.28571428571428,167.83333333333334
2023-03-19,P003,S001,114,17100,0,0,2023,3,19,6,1,119.0,151.0,125.0,119.0,127.85714285714286,124.43333333333334
2023-03-19,P003,S002,127,19050,0,0,2023,3,19,6,1,147.0,161.0,150.0,120.0,136.71428571428572,142.1
2023-03-19,P003,S003,140,21000,1,0,2023,3,19,6,1,102.0,103.0,114.0,95.0,108.0,109.2
2023-03-19,P004,S001,202,60600,0,0,2023,3,19,6,1,204.0,257.0,226.0,206.0,223.42857142857144,220.33333333333331
2023-03-19,P004,S002,241,72300,0,0,2023,3,19,6,1,349.0,285.0,328.0,249.0,275.57142857142856,266.8666666666667
2023-03-19,P004,S003,204,61200,0,0,2023,3,19,6,1,242.0,177.0,210.0,216.0,195.57142857142856,203.06666666666663
2023-03-19,P005,S001,131,23580,0,0,2023,3,19,6,1,161.0,163.0,204.0,135.0,163.85714285714286,163.56666666666666
2023-03-19,P005,S002,190,34200,0,0,2023,3,19,6,1,268.0,227.0,204.0,208.0,203.8571428571429,193.06666666666663
2023-03-19,P005,S003,150,27000,0,0,2023,3,19,6,1,161.0,184.0,143.0,160.0,151.85714285714286,145.33333333333334
2023-03-20,P001,S001,195,39000,1,0,2023,3,20,0,1,173.0,150.0,172.0,145.0,156.42857142857142,147.3
2023-03-20,P001,S002,163,32600,0,0,2023,3,20,0,1,195.0,155.0,152.0,227.0,167.42857142857142,174.5
2023-03-20,P001,S003,152,30400,1,0,2023,3,20,0,1,147.0,113.0,106.0,170.0,139.85714285714286,134.23333333333332
2023-03-20,P002,S001,235,58750,1,0,2023,3,20,0,1,216.0,153.0,170.0,197.0,197.14285714285717,188.6
2023-03-20,P002,S002,197,49250,0,0,2023,3,20,0,1,207.0,245.0,217.0,195.0,224.42857142857144,211.2333333333333
2023-03-20,P002,S003,159,39750,0,0,2023,3,20,0,1,193.0,192.0,146.0,164.0,176.57142857142858,168.93333333333334
2023-03-20,P003,S001,125,18750,0,0,2023,3,20,0,1,114.0,159.0,144.0,126.0,122.57142857142856,124.26666666666668
2023-03-20,P003,S002,126,18900,0,0,2023,3,20,0,1,127.0,130.0,143.0,175.0,131.85714285714286,142.33333333333334
2023-03-20,P003,S003,113,16950,0,0,2023,3,20,0,1,140.0,128.0,133.0,135.0,113.28571428571428,110.7
2023-03-20,P004,S001,224,67200,1,0,2023,3,20,0,1,202.0,207.0,198.0,264.0,215.57142857142856,220.2
2023-03-20,P004,S002,304,91200,1,0,2023,3,20,0,1,241.0,262.0,226.0,207.0,269.2857142857143,266.6
2023-03-20,P004,S003,199,59700,0,0,2023,3,20,0,1,204.0,192.0,226.0,204.0,199.42857142857144,202.66666666666663
2023-03-20,P005,S001,146,26280,0,0,2023,3,20,0,1,131.0,164.0,154.0,169.0,159.28571428571428,163.43333333333334
2023-03-20,P005,S002,171,30780,0,0,2023,3,20,0,1,190.0,183.0,219.0,188.0,198.57142857142856,192.46666666666667
2023-03-20,P005,S003,154,27720,0,0,2023,3,20,0,1,150.0,128.0,172.0,113.0,147.0,145.0
2023-03-21,P001,S001,138,27600,0,0,2023,3,21,1,1,195.0,170.0,169.0,154.0,162.85714285714286,148.96666666666667
2023-03-21,P001,S002,167,33400,0,0,2023,3,21,1,1,163.0,188.0,179.0,180.0,168.57142857142858,172.36666666666667
2023-03-21,P001,S003,126,25200,0,0,2023,3,21,1,1,152.0,165.0,122.0,121.0,145.42857142857142,133.63333333333333
2023-03-21,P002,S001,165,41250,0,0,2023,3,21,1,1,235.0,204.0,244.0,177.0,208.8571428571429,189.86666666666667
2023-03-21,P002,S002,191,47750,0,0,2023,3,21,1,1,197.0,219.0,182.0,258.0,217.57142857142856,211.3
2023-03-21,P002,S003,162,40500,0,0,2023,3,21,1,1,159.0,185.0,144.0,161.0,171.85714285714286,168.76666666666668
2023-03-21,P003,S001,130,19500,0,0,2023,3,21,1,1,125.0,115.0,123.0,121.0,117.71428571428572,124.23333333333332
2023-03-21,P003,S002,144,21600,1,0,2023,3,21,1,1,126.0,144.0,131.0,147.0,131.28571428571428,140.7
2023-03-21,P003,S003,118,17700,0,0,2023,3,21,1,1,113.0,121.0,84.0,107.0,111.14285714285714,109.96666666666668
2023-03-21,P004,S001,220,66000,0,0,2023,3,21,1,1,224.0,205.0,281.0,198.0,218.0,218.86666666666667
2023-03-21,P004,S002,236,70800,0,0,2023,3,21,1,1,304.0,233.0,252.0,278.0,275.2857142857143,269.8333333333333
2023-03-21,P004,S003,193,57900,0,0,2023,3,21,1,1,199.0,177.0,187.0,186.0,200.42857142857144,202.5
2023-03-21,P005,S001,159,28620,0,0,2023,3,21,1,1,146.0,168.0,149.0,192.0,156.71428571428572,162.66666666666666
2023-03-21,P005,S002,159,28620,0,0,2023,3,21,1,1,171.0,197.0,171.0,180.0,196.8571428571429,191.9
2023-03-21,P005,S003,161,28980,1,0,2023,3,21,1,1,154.0,130.0,113.0,133.0,150.71428571428572,146.36666666666667
2023-03-22,P001,S001,140,28000,0,0,2023,3,22,2,1,138.0,149.0,129.0,175.0,158.28571428571428,148.43333333333334
2023-03-22,P001,S002,140,28000,0,0,2023,3,22,2,1,167.0,167.0,152.0,167.0,165.57142857142858,171.93333333333334
2023-03-22,P001,S003,134,26800,0,0,2023,3,22,2,1,126.0,133.0,136.0,119.0,139.85714285714286,133.8
2023-03-22,P002,S001,166,41500,0,0,2023,3,22,2,1,165.0,221.0,166.0,171.0,203.28571428571428,189.46666666666667
2023-03-22,P002,S002,192,48000,0,0,2023,3,22,2,1,191.0,263.0,206.0,238.0,213.57142857142856,209.06666666666663
2023-03-22,P002,S003,156,39000,0,0,2023,3,22,2,1,162.0,177.0,155.0,140.0,168.57142857142858,168.8
2023-03-22,P003,S001,121,18150,0,0,2023,3,22,2,1,130.0,118.0,108.0,105.0,119.85714285714286,124.53333333333332
2023-03-22,P003,S002,138,20700,0,0,2023,3,22,2,1,144.0,116.0,136.0,131.0,131.28571428571428,140.6
2023-03-22,P003,S003,126,18900,1,0,2023,3,22,2,1,118.0,91.0,104.0,93.0,110.71428571428572,110.33333333333331
2023-03-22,P004,S001,215,64500,0,0,2023,3,22,2,1,220.0,211.0,227.0,204.0,220.14285714285717,219.6
2023-03-22,P004,S002,227,68100,0,0,2023,3,22,2,1,236.0,286.0,279.0,192.0,275.7142857142857,268.43333333333334
2023-03-22,P004,S003,191,57300,0,0,2023,3,22,2,1,193.0,189.0,178.0,178.0,202.7142857142857,202.7333333333333
2023-03-22,P005,S001,190,34200,1,0,2023,3,22,2,1,159.0,158.0,161.0,151.0,155.42857142857142,161.56666666666666
2023-03-22,P005,S002,199,35820,1,0,2023,3,22,2,1,159.0,194.0,171.0,208.0,191.42857142857144,191.2
2023-03-22,P005,S003,164,29520,1,0,2023,3,22,2,1,161.0,136.0,146.0,174.0,155.14285714285714,147.3
2023-03-23,P001,S001,175,35000,1,0,2023,3,23,3,1,140.0,138.0,160.0,124.0,157.0,147.26666666666668
2023-03-23,P001,S002,191,38200,1,0,2023,3,23,3,1,140.0,151.0,195.0,156.0,161.71428571428572,171.03333333333333
2023-03-23,P001,S003,113,22600,0,0,2023,3,23,3,1,134.0,134.0,119.0,132.0,140.0,134.3
2023-03-23,P002,S001,194,48500,0,0,2023,3,23,3,1,166.0,199.0,163.0,175.0,195.42857142857144,189.3
2023-03-23,P002,S002,220,55000,0,0,2023,3,23,3,1,192.0,196.0,165.0,209.0,203.42857142857144,207.53333333333333
2023-03-23,P002,S003,157,39250,0,0,2023,3,23,3,1,156.0,165.0,176.0,139.0,165.57142857142858,169.33333333333334
2023-03-23,P003,S001,131,19650,0,0,2023,3,23,3,1,121.0,117.0,112.0,114.0,120.28571428571428,125.06666666666666
2023-03-23,P003,S002,140,21000,0,0,2023,3,23,3,1,138.0,134.0,139.0,129.0,134.42857142857142,140.83333333333334
2023-03-23,P003,S003,103,15450,0,0,2023,3,23,3,1,126.0,97.0,103.0,103.0,115.71428571428572,111.43333333333334
2023-03-23,P004,S001,198,59400,0,0,2023,3,23,3,1,215.0,258.0,229.0,192.0,220.7142857142857,219.96666666666667
2023-03-23,P004,S002,264,79200,1,0,2023,3,23,3,1,227.0,283.0,207.0,260.0,267.2857142857143,269.6
2023-03-23,P004,S003,186,55800,0,0,2023,3,23,3,1,191.0,169.0,191.0,194.0,203.0,203.16666666666663
2023-03-23,P005,S001,141,25380,0,0,2023,3,23,3,1,190.0,138.0,192.0,162.0,160.0,162.86666666666667
2023-03-23,P005,S002,163,29340,0,0,2023,3,23,3,1,199.0,185.0,174.0,174.0,192.14285714285717,190.9
2023-03-23,P005,S003,140,25200,0,0,2023,3,23,3,1,164.0,166.0,128.0,151.0,159.14285714285714,146.96666666666667
2023-03-24,P001,S001,125,25000,0,0,2023,3,24,4,1,175.0,155.0,120.0,143.0,162.28571428571428,148.96666666666667
2023-03-24,P001,S002,168,33600,1,0,2023,3,24,4,1,191.0,151.0,152.0,174.0,167.42857142857142,172.2
2023-03-24,P001,S003,152,30400,1,0,2023,3,24,4,1,113.0,135.0,106.0,126.0,137.0,133.66666666666666
2023-03-24,P002,S001,183,45750,0,0,2023,3,24,4,1,194.0,179.0,184.0,190.0,194.7142857142857,189.9333333333333
2023-03-24,P002,S002,249,62250,1,0,2023,3,24,4,1,220.0,185.0,208.0,187.0,206.8571428571429,207.9
2023-03-24,P002,S003,137,34250,0,0,2023,3,24,4,1,157.0,149.0,167.0,185.0,164.42857142857142,169.93333333333334
2023-03-24,P003,S001,110,16500,0,0,2023,3,24,4,1,131.0,116.0,107.0,153.0,122.28571428571428,125.63333333333334
2023-03-24,P003,S002,153,22950,1,0,2023,3,24,4,1,140.0,125.0,146.0,150.0,135.28571428571428,141.2
2023-03-24,P003,S003,92,13800,0,0,2023,3,24,4,1,103.0,114.0,109.0,115.0,116.57142857142856,111.43333333333334
2023-03-24,P004,S001,210,63000,0,0,2023,3,24,4,1,198.0,222.0,261.0,211.0,212.14285714285717,220.16666666666663
2023-03-24,P004,S002,245,73500,0,0,2023,3,24,4,1,264.0,231.0,247.0,269.0,264.57142857142856,269.7333333333333
2023-03-24,P004,S003,186,55800,0,0,2023,3,24,4,1,186.0,223.0,178.0,166.0,205.42857142857144,202.9
2023-03-24,P005,S001,159,28620,1,0,2023,3,24,4,1,141.0,195.0,170.0,155.0,160.42857142857142,162.16666666666666
2023-03-24,P005,S002,202,36360,0,0,2023,3,24,4,1,163.0,173.0,185.0,172.0,189.0,190.53333333333333
2023-03-24,P005,S003,127,22860,0,0,2023,3,24,4,1,140.0,158.0,133.0,135.0,155.42857142857142,146.6
2023-03-25,P001,S001,165,33000,0,0,2023,3,25,5,1,125.0,160.0,138.0,135.0,158.0,148.36666666666667
2023-03-25,P001,S002,236,47200,1,0,2023,3,25,5,1,168.0,165.0,195.0,161.0,169.85714285714286,172.0
2023-03-25,P001,S003,134,26800,0,0,2023,3,25,5,1,152.0,152.0,133.0,151.0,139.42857142857142,134.53333333333333
2023-03-25,P002,S001,198,49500,0,0,2023,3,25,5,1,183.0,208.0,170.0,219.0,195.28571428571428,189.7
2023-03-25,P002,S002,198,49500,0,0,2023,3,25,5,1,249.0,256.0,242.0,184.0,216.0,209.96666666666667
2023-03-25,P002,S003,168,42000,0,0,2023,3,25,5,1,137.0,175.0,188.0,198.0,162.71428571428572,168.33333333333334
2023-03-25,P003,S001,133,19950,0,0,2023,3,25,5,1,110.0,119.0,116.0,121.0,121.42857142857144,124.2
2023-03-25,P003,S002,147,22050,0,0,2023,3,25,5,1,153.0,147.0,169.0,134.0,139.28571428571428,141.3
2023-03-25,P003,S003,122,18300,0,0,2023,3,25,5,1,92.0,102.0,111.0,123.0,113.42857142857144,110.66666666666669
2023-03-25,P004,S001,266,79800,1,0,2023,3,25,5,1,210.0,204.0,230.0,203.0,210.42857142857144,220.13333333333333
2023-03-25,P004,S002,285,85500,0,0,2023,3,25,5,1,245.0,349.0,305.0,234.0,266.57142857142856,268.93333333333334
2023-03-25,P004,S003,230,69000,1,0,2023,3,25,5,1,186.0,242.0,189.0,222.0,200.14285714285717,203.56666666666663
2023-03-25,P005,S001,207,37260,1,0,2023,3,25,5,1,159.0,161.0,161.0,156.0,155.28571428571428,162.3
2023-03-25,P005,S002,183,32940,0,0,2023,3,25,5,1,202.0,268.0,196.0,202.0,193.14285714285717,191.53333333333333
2023-03-25,P005,S003,130,23400,0,0,2023,3,25,5,1,127.0,161.0,174.0,145.0,151.0,146.33333333333334
2023-03-26,P001,S001,162,32400,0,0,2023,3,26,6,1,165.0,173.0,152.0,156.0,158.71428571428572,149.36666666666667
2023-03-26,P001,S002,141,28200,0,0,2023,3,26,6,1,236.0,195.0,216.0,198.0,180.0,174.5
2023-03-26,P001,S003,156,31200,1,0,2023,3,26,6,1,134.0,147.0,121.0,117.0,136.85714285714286,133.96666666666667
2023-03-26,P002,S001,176,44000,0,0,2023,3,26,6,1,198.0,216.0,169.0,177.0,193.8571428571429,189.0
2023-03-26,P002,S002,242,60500,0,0,2023,3,26,6,1,198.0,207.0,224.0,210.0,207.7142857142857,210.4333333333333
2023-03-26,P002,S003,221,55250,1,0,2023,3,26,6,1,168.0,193.0,156.0,171.0,161.71428571428572,167.33333333333334
2023-03-26,P003,S001,117,17550,0,0,2023,3,26,6,1,133.0,114.0,151.0,126.0,123.42857142857144,124.6
2023-03-26,P003,S002,133,19950,0,0,2023,3,26,6,1,147.0,127.0,161.0,127.0,139.28571428571428,141.73333333333332
2023-03-26,P003,S003,133,19950,1,0,2023,3,26,6,1,122.0,140.0,103.0,108.0,116.28571428571428,110.63333333333334
2023-03-26,P004,S001,252,75600,1,0,2023,3,26,6,1,266.0,202.0,257.0,229.0,219.28571428571428,222.2333333333333
2023-03-26,P004,S002,355,106500,1,0,2023,3,26,6,1,285.0,241.0,285.0,241.0,257.42857142857144,270.6333333333333
2023-03-26,P004,S003,179,53700,0,0,2023,3,26,6,1,230.0,204.0,177.0,206.0,198.42857142857144,203.83333333333331
2023-03-26,P005,S001,191,34380,0,0,2023,3,26,6,1,207.0,131.0,163.0,157.0,161.85714285714286,164.0
2023-03-26,P005,S002,197,35460,0,0,2023,3,26,6,1,183.0,190.0,227.0,155.0,181.0,190.9
2023-03-26,P005,S003,188,33840,1,0,2023,3,26,6,1,130.0,150.0,184.0,125.0,146.57142857142858,145.83333333333334
2023-03-27,P001,S001,141,28200,0,0,2023,3,27,0,1,162.0,195.0,150.0,125.0,157.14285714285714,149.56666666666666
2023-03-27,P001,S002,140,28000,0,0,2023,3,27,0,1,141.0,163.0,155.0,179.0,172.28571428571428,172.6
2023-03-27,P001,S003,134,26800,0,0,2023,3,27,0,1,156.0,152.0,113.0,151.0,138.14285714285714,135.26666666666668
2023-03-27,P002,S001,210,52500,1,0,2023,3,27,0,1,176.0,235.0,153.0,206.0,188.14285714285717,188.96666666666667
2023-03-27,P002,S002,186,46500,0,0,2023,3,27,0,1,242.0,197.0,245.0,206.0,212.7142857142857,211.5
2023-03-27,P002,S003,171,42750,0,0,2023,3,27,0,1,221.0,159.0,192.0,199.0,165.71428571428572,169.0
2023-03-27,P003,S001,126,18900,0,0,2023,3,27,0,1,117.0,125.0,159.0,122.0,123.85714285714286,124.3
2023-03-27,P003,S002,175,26250,1,0,2023,3,27,0,1,133.0,126.0,130.0,166.0,140.14285714285714,141.93333333333334
2023-03-27,P003,S003,135,20250,1,0,2023,3,27,0,1,133.0,113.0,128.0,130.0,115.28571428571428,111.46666666666668
2023-03-27,P004,S001,201,60300,0,0,2023,3,27,0,1,252.0,224.0,207.0,214.0,226.42857142857144,223.0
2023-03-27,P004,S002,252,75600,0,0,2023,3,27,0,1,355.0,304.0,262.0,332.0,273.7142857142857,274.43333333333334
2023-03-27,P004,S003,205,61500,0,0,2023,3,27,0,1,179.0,199.0,192.0,221.0,194.8571428571429,202.9333333333333
2023-03-27,P005,S001,163,29340,0,0,2023,3,27,0,1,191.0,146.0,164.0,154.0,170.42857142857142,165.13333333333333
2023-03-27,P005,S002,169,30420,1,0,2023,3,27,0,1,197.0,171.0,183.0,175.0,182.0,192.3
2023-03-27,P005,S003,135,24300,0,0,2023,3,27,0,1,188.0,154.0,128.0,156.0,152.0,147.93333333333334
2023-03-28,P001,S001,158,31600,1,0,2023,3,28,1,1,141.0,138.0,170.0,140.0,149.42857142857142,150.1
2023-03-28,P001,S002,179,35800,0,0,2023,3,28,1,1,140.0,167.0,188.0,171.0,169.0,171.3
2023-03-28,P001,S003,150,30000,1,0,2023,3,28,1,1,134.0,126.0,165.0,137.0,135.57142857142858,134.7
2023-03-28,P002,S001,181,45250,0,0,2023,3,28,1,1,210.0,165.0,204.0,197.0,184.57142857142856,189.1
2023-03-28,P002,S002,204,51000,0,0,2023,3,28,1,1,186.0,191.0,219.0,210.0,211.14285714285717,210.83333333333331
